Preferred_name,pval
RPS2,-12.3957162261882
g19420,12.344764830319
BSDC1,12.2924668570312
ACAN,12.2900073459735
TPR,-12.283226540781
ANXA3,12.2764907589381
g20910,-12.2744881478717
ATP5A1,-12.1777073482825
g19285,12.176777492143
GOLGA4,-12.1767425082722
g29618,12.0205775361809
IQCA1,11.8244699745093
EIF2S2,-11.8118581099845
Mmp1.16,-11.7813518067226
Car15,11.7426639270002
TUBA3D.2,-11.7398548433713
DAPK1,11.7348464911768
HDLBP,-11.6637895344258
SUR1,11.6343752588134
SLC8B1,11.6319494903203
BMP1.6,11.5899953157967
ARPC1A,-11.5853830618716
GOLGA3,11.553490591039
RRM2B.1,11.3930022496744
OGT,11.3781985265479
g16924,11.3075985705172
VPS13D,11.2868098395994
g11620,11.2293948093974
g11701,11.2013591674734
TPP1,-11.1737462180027
PRDX6,11.1365696086788
g14761,-11.1154081411848
RFC1,11.0653676167817
g9294,11.0343281464592
UHRF1,11.0008163964922
LENG8,10.9995683415068
epi.1.1,10.9427670536024
g4547,10.8931184423754
g28227,10.8786970273505
FSCN2,-10.8601778247588
MMP2.2,10.8378468674254
g8772,10.7756388440457
ARPC3,10.7713291746406
g29023,10.7693884282702
g2241,10.7411696842462
crip1,10.7281332555231
SH2D4A,10.7172238151756
g20257,10.6924415320765
SSR4,-10.6916272346907
g5471,10.6591764789554
ARPC4,10.6326236950589
TRAF3.3,-10.5613256891338
g29420,-10.552062657239
HELZ2,10.5232612027981
PTPRS,10.448700223684
ATAD5.1,10.4065904769185
NEO1,10.4054337019522
KIF16B.1,10.3857593148243
LASP1,10.3174867482208
g20418,10.2992831221598
g18413,-10.2959956974798
g18129,10.2596171430313
DHRS1,10.2082721667734
EEA1,10.1846530486435
ARAP1.7,10.1679311198837
g8181,10.164553259661
g22594,10.0388534368005
MFGE8.7,10.0332085653013
ARGLU1,9.99554966678908
GLI3,9.91462231597352
EHBP1L1,9.8780734016974
g5034,9.82954341505652
TTN.7,9.82744002576415
g12695,-9.79088665679807
ATP5C1,-9.73780107623456
g24243,9.67845107178565
NCBP1,9.67414156023617
gsa.1,9.65001191718727
NCOR1,-9.62280945934334
g9398,9.60816516531066
DAAM2,9.59478904123005
SVIL,9.50632406995724
ALG13,9.47117745187611
g816,9.43905377423032
BAZ1B,9.43870153988962
PNISR,9.4216184147294
SRRM2,9.4146052264257
ABCB4,-9.40476014739416
g29857,9.32306094113903
g21388,9.31816938123153
ARHGDIA,-9.30542327250948
BAZ2B,9.30359731334128
MPHOSPH8,9.29167534236371
g19479,-9.24881053900861
g4740,9.24447617518094
g23949,9.24211483432979
g5461,9.22921085672882
DDX46,9.21765672318803
g3642,9.16290119722386
RBMS1,9.12558187558843
g12980,9.09015167456367
g20936,9.04372712611806
NCKAP1,9.00025428172872
GTPBP4,-8.96298072829518
g8962,8.96199338724646
g18042,8.92113605386361
g28461,8.91239785531339
g18343,-8.80819064706553
g4093,-8.7707325644874
THOC2,-8.76300456922155
g27551,8.71697876072692
MYL6B,8.70517545954713
ZNFX1.3,8.70283687091407
MBNL2,-8.68987944701093
g20896,8.67427027241619
g3606,-8.66843415279879
TCERG1,8.66438457084646
KMT2E,8.58647522870323
g24116,-8.57528242790787
g23953,8.48047078119448
HNRNPU,8.45899886456206
NAT6,-8.43652191387221
PSMB5,-8.43011313908
MYO1H,8.37507362553077
CECR2,8.32466236796697
HPGDS.1,8.31324349093126
CDK5RAP2,8.31286262828302
g23602,8.31174658576847
LMNB1,8.30515773689224
PLBD2,8.23582601718724
FARP1,8.19481871159657
g22050,8.185987844961
CHD5,-8.14853288660055
ARHGEF17,8.13724498512011
g7715,8.13045452584092
SPINT2.1,8.10858362935122
AP3D1,-8.10760693036142
DLGAP4.1,8.08245466954914
ATP5F1,8.07342318574542
ABCA3,-8.02956254578392
HECTD1.1,8.01079094512673
ADAMTS12,8.00381890295726
ZNF608,7.9983284936034
g25750,7.99640584311326
GPLD1,7.98260835132481
CLSTN2,7.9738819299861
g4087,7.96312304680269
MARK1,7.95483140410786
NASP,7.94436285783205
g9242,7.93499918173004
ACSL4,7.92921658343769
g23116,7.92406121615828
NME8,7.9199469319269
g22573,7.91285187658442
g30138,7.89573755197066
g30141,7.89556254069437
HIGD1A,-7.88365190646157
g14006,7.86851863693025
ATRX,7.85402253888291
SEMA5A.2,7.85225169633791
SPOCK2,7.84914000884995
DAD1,-7.84384274684099
g10623,7.82374143581142
USMG5,-7.7486961581616
WNT8A.1,7.74213246380952
DLG5,7.72745197713758
IFI30.1,-7.70660676041617
ANP32B,7.68684012794773
g10037,7.68462031944604
PSIP1,7.66946151410593
GNAQ,7.66354468820191
CSMD2,7.65670419027055
SBF1,7.64917761860779
g7865,7.62848111639722
ABHD11.1,7.60574162642298
SVIL.1,7.58792577068753
g19484,7.55599078619605
g10739,7.53404625527226
USP10,7.52788297667285
g1985,7.52373161479961
g5301,7.52307424366593
KLC4,7.51315679325067
FLOT2,7.49481269497998
PDIA4.1,-7.48755782885685
CIT,7.47646321800516
g4621,7.4618581512588
TOP2B.1,7.4461964750496
SMARCA4,7.4237793384713
GTF3C1.5,7.41644130086483
RIT1,7.41045298311579
PRPF4B,-7.39681711903614
INCENP,7.3829236289862
TBX10,7.37212706914852
PIWIL1,7.34994301345654
MCC,7.34079252208481
g13344,7.30383474568469
MGST1.2,-7.29980670403673
SELENBP1,7.28356173262333
AIMP1,7.26593470891017
NDE1,7.22109472554196
ATP5G2,-7.19043926444935
HUWE1,-7.18766169490397
IK,7.18351668015933
GAPVD1,7.1171464289102
g19548,-7.11325659204993
SPTBN5.1,7.11248625125342
g12682,7.11182219970266
ANKRD40,7.10914662295895
DBF4B.1,7.08909419097551
g14677,7.0492069325177
g25696,7.04668548204963
UBN1,7.04632009015957
g6161,7.04571412542278
UTP14A,-7.02391418377217
SMC3,7.01512218158986
HRC,6.995293477455
TUBA3D.7,-6.99420337256446
ASNS.2,-6.95592263684311
g26821,-6.95385169950006
g22767,6.94881624035032
His2Av,6.93260293188318
c5.2,-6.92950851332125
g18529,-6.90664237532048
BICC1,6.89324094089148
SREK1,6.8896938260848
KDM5A,6.85608572285788
CENPE,6.85340565127569
SPTLC2,6.84763560399245
CASC4,-6.82832313823639
DIAPH1,6.82035426951731
PTPN23,-6.81504266902225
g26349,6.80281592863773
USP47,-6.79709457896421
g22976,6.78460077184742
g27014,6.78117106104681
g1153,6.75513910751536
l.2.k09913.1,6.7525208084899
ZNFX1.5,6.74690391102275
NLRP12.2,6.74665453586141
REPS1,6.74454992545745
NUCB2,-6.74095110800715
SRRM1,-6.7321366968406
PIK3CB,6.72691487546165
FGFR4.7,6.70126238721591
MSRB3,6.69894110398368
g9724,6.69320031345704
SMC2,6.6747575661712
g27775,6.65623118857883
MFI2.1,6.64492070844134
g3646,6.64028376622961
CBS,-6.6340996663544
g5263,6.62405582928513
NFX1,6.60122052226486
LRRC1,6.59994363312673
DIDO1,6.58362344929526
RYK,6.56989180997558
CEP152,6.56593217369615
ZFYVE27,6.49798874508938
RBM39,6.49116184114752
ADGB,6.48785212018667
ACSL6,6.48721287884538
Pitslre,6.48157685195168
g10025,6.47546014516027
g24240,-6.46789186744931
g27426,6.45071084990737
g27704,6.43854697375203
g27428,-6.42685277031012
S6kII,-6.42628277639167
SEMA3B,6.40256163167142
g7530,6.39348560138959
VCL,6.38130703011068
g3540,-6.37580966452387
SFRP1,6.36078560714302
g20665,6.34967927516223
SEC61B,-6.32855536247063
g28270,-6.3230477621091
RNMT,-6.32241434059388
RMDN1,6.32139754549027
CRIP2,6.30254262134077
PCDHB10,6.29641759053088
LRIG3.1,6.29159138491019
g20184,6.2905709961842
g23653,6.2891486798488
RPL22,-6.27229812370969
GKAP1,6.26137189340147
DOT1L,6.25979558246048
KIAA1109,6.25232909611678
g26816,6.21884111224799
g20431,-6.21153209404838
CENPC,6.20204875905978
g23451,6.19769745878366
g10044,6.18679443583911
g15146,6.18213929469188
LRRIQ1,6.16635422689323
g25512,6.16064984377911
LAMB1,6.16023978532227
g1062,6.15565206953284
U2SURP,-6.14705463937613
g25185,6.14674200345069
FAM208A.1,6.14195139785272
g5246,6.11812129001922
SPDEF,6.09869465269296
ADAP2,6.09413914160786
g28902,6.08455229311987
RRAS2,6.07689213280394
CCDC186,6.07535291892266
CCDC155,6.06856249895603
otx1,6.05855960850733
g23448,6.04390368080655
TMEM233.1,6.01578585414748
SLC25A31,6.0130767873043
NLRC5.3,5.98308088662949
g4450,5.98042121055354
ADIPOR2,5.97081611327234
g25846,-5.96483980264601
CERS1.1,5.95934408144447
FRMPD2,5.93979384678918
g3592,5.92729241146423
PTPRD.2,5.91926980647532
PSAT1,-5.89701958939247
unc.22.1,5.89693192712759
g25264,5.89354386711578
g8024,-5.88953256670119
ERC2,5.87715731416436
g9632,5.87591370320773
TRANK1.2,5.87139045258709
CLTC,-5.86466367946639
ACTR2,5.85864068945039
CFAP44,5.8555240486362
g21331,-5.83597037185192
g5037,5.83543355867972
g17564,5.83529519978006
DLGAP5,5.83376024759917
g10215,5.83370106293322
PRCP,-5.83129105155536
g25838,-5.8087935444793
PTPN12,5.80563496752799
g6050,-5.7896443641343
g14973,5.78929637779151
LBP,5.78883465572371
PHACTR2,5.78605527943527
ZC3H13,-5.7491126491401
TOP2B,5.74160738890097
MEI4,5.74103619086653
KHDRBS1,5.73860310753836
TXLNB,5.72148777259013
FAT1.2,5.71657405574691
MYO5A,5.7153746912761
MPP5,5.70856080676488
g10325,5.68626153016112
g23629,5.65316910995607
GSE1,5.6507448686954
ACAD11.5,5.64125978553782
GLIPR2.4,-5.64061714791266
TUBA3D.3,-5.62528000879679
g24122,-5.62003451256825
FAM213B,5.60418126835282
PLK4.1,5.59579118155411
g8941,5.58925640415017
JARID2,5.58815711139696
CKAP5,5.57483241457576
PRKCSH,-5.56358039819864
IWS1,5.55236969110546
g133,5.52540237881912
DENND5B,5.5165807770875
zcchc14,5.51646047616683
g14881,5.50725571402279
g23597,5.50032680451034
g6147,5.4966515007398
NAV2,5.49079483135954
ERICH2,5.48807532890955
g8465,5.47844293021444
KDM2A,5.46815355263454
APBA1,5.46320543567274
g15553,-5.42288006887101
CAPZA2,5.41858497245188
CRELD2,-5.41701584974609
SHMT1,-5.40424204172078
SART1,-5.37275363343
PTPN11,5.36595352975498
ATP2A2,-5.36191800583155
g8023,-5.36161238201659
ALDH4A1,-5.35949451532397
FRAS1,-5.35107032608934
FHOD1,5.34980948521771
g3376,5.34891149981154
DTNA,5.34813180724817
g24835,-5.34579120038451
GLRX3,5.34187196931676
DNMBP,5.31781966492859
g2021,5.31392286576694
g18981,-5.30931396065975
COL1A2.1,5.30358081603676
SRGAP3,5.30072779363286
CycB3,5.30072529426144
CA13,5.28990317618911
MFSD12.4,5.27708899282404
ADAMTS17,5.25966840893818
ZC3H11A,5.23081129858444
LAMC3,5.23067716265548
g10905,-5.21193812521834
PPIP5K2,5.18659731280416
ADRBK2,5.17777419053012
g8945,5.17664100687261
ANLN,5.17281545670032
C19orf43,5.16538589263333
KIF13B,5.144345195589
g8333,-5.13567318071739
g16199,5.13252671388071
g11046,5.10346833955837
OST4,-5.10229074701106
SPEF2,5.09400178808718
g7950,5.08970876108685
g23951,5.08791017798745
g13506,5.07861319870922
INSIG1,5.06860380794048
TNC.13,5.05452377183554
ST13,-5.04744201381462
RBM33,5.04315993321744
PRPF40A,-5.03740542842604
g20241,5.03315582796966
ARPC5,5.02873221191781
PBX1,5.01097950638879
TSPO,-5.00908743171012
LGR4,5.00786549233369
g25383,5.00468651206787
g10517,-5.00425240343045
TAF1,4.9927212836519
CFLAR.4,4.97898968097705
ARID4A,4.97728364672411
g28067,4.97043110361142
g29722,4.9699371641278
g26063,4.96444735466391
g19741,-4.96391976726423
CTNNA1,4.95544440305103
ADAMTS7,-4.95385183434066
CTSB,-4.94768577268962
NPDC1,4.93629041880581
TLE4,4.91702307756777
CYLD,4.91179738469006
g10796,4.89635019403341
g7877,4.88542469936603
GIGYF1,4.87938484821895
COF1.6,-4.87662760818157
g30322,4.85625655920089
WNT1,4.84750578752815
HIBADH,4.8456709804733
CEP70,4.84467646960867
g14743,-4.82808312834465
RAI14,-4.8271926966547
ALDH3A2.2,4.826003136114
g15411,4.82332153726998
SDR16C5,4.80020324057913
DNAH3.3,4.79764546814157
DSG2,4.78800890257158
g1804,-4.78724139461522
ADCY5,4.78677877529537
g18434,-4.77378098329604
g1043,4.75512250302343
KIAA2012,4.74797977898152
g29611,4.74176964438916
ZNFX1.4,4.73039109756072
g16961,-4.72403522714654
TMOD1,4.72270294764637
CTSE,-4.71667471693115
g3665,4.71069729328421
g14281,4.70593837557246
CTR9,4.70051250709305
g24949,4.69966503659161
SYTL5,4.69799650697885
g27859,4.6705599452198
CAPZB,4.67007647503897
RC3H1,4.66896865271521
g22745,4.66141632100021
g17824,4.65628498624056
PTPLB,-4.65583804233671
CCDC64,-4.64197957330851
g6925,4.63290990415738
g15330,-4.62574536725909
g10767,4.62469984782104
RHOA.3,4.60953911594773
KIF5B,4.60756297322351
PLCG2,4.606312819494
METAP2,-4.60398412838217
DEDD,4.59457785443209
SCD.3,4.5931623729812
nekl.2,4.58063243067081
MELK,4.5794631081862
g4210,4.56621060579019
LARP1,-4.56590895141901
LDB3,4.56193255953215
PPFIBP2,4.55570557153229
ZNFX1,4.53139033214627
g10637,4.52310139380598
ACTR2.2,4.50601049401319
g5272,4.5052621984863
PPIL1,4.49459176663117
SON,4.49414323110882
WASL,4.49004982481082
LUC7L,4.48827929278133
CCDC181,4.4879532302954
g1234,4.4812081666156
ANK2,4.47557240967367
g26563,4.47547611592467
g20473,4.47052062861599
g11374,-4.46977713096343
OFCC1,4.46249494609806
g13668,4.44633222337688
g5904,4.44578770601162
g18821,4.44515391255547
PPP2R5B,4.42923246336021
PKD1L1,4.42403175153572
ATP5I,-4.42150601527884
g23644,-4.4211833413009
ATP5O,-4.41867942471762
FADD,4.4096619909395
g15231,4.40399679257789
PTCH2,4.39960308031723
CCDC22,4.39631328421037
ENAH,4.3891793245422
MOXD1.12,-4.38573631820866
g10641,-4.38390290251207
OAT,4.38186330229521
g15218,4.35471791088238
g8197,4.35452826726946
TMEM87A,-4.34772926587928
C9orf172,4.33067923078085
BTK,4.32872184977076
FES,4.31584522235438
g9079,4.29987666622431
EIF3F,4.29620099614641
FAM184A,4.29361013123286
ITGB1.2,4.27633045364544
KIF23,4.27105853221891
g7615,4.26996586018029
g22825,4.2695211092242
FCHO2,4.26281164457074
COTL1,4.25518343013585
HIST3H3.1,4.24658071895243
g10330,4.23050006678757
g19436,4.22906256854892
KIAA0319L,4.22855620889059
PIK3AP1,4.22500738370251
LIG1,4.21293665006691
VBP1,-4.21132422155711
g28454,4.20582706594954
LRRFIP1,4.20256423894733
HP1A,4.20056055584229
g24077,-4.18795064137994
EGR3,-4.18373510432917
awd,-4.1619198190548
KIAA0100,4.15834445479727
MAP4K3,4.1553158092481
g27344,4.15206595385055
USP42,4.15082691636214
TPX2,4.15028123231575
g5982,4.14501477598543
ANKEF1,4.13967655739305
DOK7,4.13356413494657
OGDHL,4.12945311913064
TCHP,4.12551528220421
g6151,4.12081472536656
COF1,4.11921746688392
KIF3C,4.11805574235166
g10334,4.1083134340599
INTS3,4.10537228291623
HSPA8.1,4.10168166283934
g9322,4.0970630215714
g21936,-4.09454243852644
SCCPDH,4.08982412599959
g1898,-4.08791782974292
COX6A1,-4.08310647024321
ACLY,4.0752686997444
GBP5,4.0734266687416
NPAS3,4.07219306346387
g23021,4.06997025556371
KIAA0556,4.06823348154304
GOLGA2,4.06537740458131
FAT4.5,4.06470047724172
g24815,4.05758347554676
TACC2,4.05650561620874
CANX,-4.05574775725172
ESYT3,4.04901577359579
RPGR,4.04602657345385
g10019,4.03315239314326
g23982,-4.03016589705688
ZRANB2,4.0274413529137
KRTCAP2,-4.0190071911074
SNRPG,-4.01671956130341
MAPKAP1,4.01307940527868
ABLIM1,3.99849279961415
PDE5A,3.99693334324365
PSMD10,3.9916258662696
SEPT7,3.98971950035066
MICAL3,3.98936278961104
TXNDC8,-3.98522761826749
SMC1B,3.98142657026699
FAM179B,3.97787232227518
g22617,3.97163130876621
g1101,3.95603176482404
ADAM10,3.95450441082395
CTH,-3.95108932171231
SETDB1,3.94924387760249
g18430,-3.94770551555209
IL16,3.94724517736821
g5331,-3.94194668950105
g11091,3.93297209262039
g9433,3.93167281867348
ARHGEF10L,3.92648094781643
